gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges
female,1,no,52,yes,yes,fiber_optic,month-to-month,109.1
female,0,no,24,yes,yes,fiber_optic,month-to-month,98.75
female,1,no,4,yes,no,fiber_optic,month-to-month,99.8
male,0,yes,43,no,no,dsl,month-to-month,40.45
male,0,no,40,yes,no,dsl,month-to-month,50.15
female,0,yes,59,yes,no,dsl,two_year,19.5
male,0,yes,0,yes,no,dsl,two_year,20.25
male,1,no,24,yes,yes,fiber_optic,month-to-month,104.25
female,0,yes,32,yes,yes,fiber_optic,month-to-month,98.85
male,0,no,22,yes,no,dsl,month-to-month,20.45
male,0,no,66,yes,yes,dsl,two_year,66.1
male,0,no,62,yes,yes,dsl,two_year,69.4
male,0,yes,6,yes,no,dsl,month-to-month,20.2
male,0,no,39,no,no,dsl,month-to-month,48.95
male,0,yes,7,yes,no,dsl,month-to-month,71.35
male,0,yes,40,yes,yes,fiber_optic,month-to-month,110.1
female,0,yes,35,yes,no,dsl,two_year,19.85
male,0,yes,1,yes,no,dsl,month-to-month,59.55
male,0,yes,34,yes,yes,dsl,one_year,77.2
male,0,yes,67,yes,no,dsl,two_year,20.8
male,0,yes,72,yes,yes,fiber_optic,one_year,104.45
male,0,no,5,yes,no,dsl,month-to-month,51.35
female,0,no,23,yes,no,dsl,one_year,55.8
female,0,no,46,yes,yes,fiber_optic,month-to-month,96.05
male,0,no,43,no,no,dsl,one_year,44.15
male,1,no,15,yes,yes,fiber_optic,month-to-month,75.65
female,0,no,25,yes,yes,dsl,two_year,24.75
male,0,no,2,yes,no,dsl,month-to-month,70.3
male,0,no,1,yes,no,dsl,month-to-month,19.6
female,0,yes,8,yes,no,fiber_optic,month-to-month,94.2
female,1,no,64,yes,yes,fiber_optic,month-to-month,108.95
male,0,no,70,yes,yes,dsl,two_year,79.15
female,0,yes,49,yes,yes,fiber_optic,one_year,100.45
male,0,no,18,yes,no,dsl,one_year,19.65
female,0,yes,32,yes,no,fiber_optic,month-to-month,86.1
male,0,no,31,yes,yes,fiber_optic,month-to-month,80.45
female,0,no,21,yes,no,dsl,two_year,20.85
female,0,no,61,yes,yes,dsl,two_year,88.65
female,0,yes,72,yes,yes,fiber_optic,one_year,104.15
female,0,no,12,yes,no,dsl,month-to-month,43.8
male,1,no,43,yes,no,fiber_optic,one_year,100.55
female,0,no,26,no,no,dsl,month-to-month,44.45
female,0,yes,10,yes,no,dsl,month-to-month,55.2
female,0,no,70,yes,yes,dsl,two_year,89.75
female,0,no,15,yes,no,fiber_optic,month-to-month,75.35
male,0,yes,10,yes,yes,dsl,month-to-month,24.4
male,0,no,41,yes,yes,fiber_optic,month-to-month,80.25
female,0,yes,51,no,no,dsl,one_year,60.15
female,0,no,57,yes,yes,fiber_optic,month-to-month,87.55
female,0,no,59,yes,no,dsl,two_year,18.4
female,0,yes,41,yes,yes,fiber_optic,month-to-month,94.3
male,0,no,10,no,no,dsl,month-to-month,35.75
male,0,no,54,no,no,dsl,two_year,45.2
female,0,no,53,yes,yes,fiber_optic,one_year,98.6
male,0,no,35,yes,no,dsl,month-to-month,20.75
female,0,yes,11,yes,yes,dsl,two_year,25.0
male,0,yes,62,yes,no,dsl,two_year,20.05
male,0,no,1,yes,no,dsl,month-to-month,45.55
male,0,yes,71,yes,yes,fiber_optic,two_year,84.8
male,0,yes,14,yes,yes,dsl,month-to-month,69.2
female,0,no,1,yes,no,dsl,month-to-month,55.2
female,0,yes,66,yes,no,dsl,two_year,59.75
male,1,no,59,no,no,dsl,month-to-month,50.25
female,0,no,6,yes,no,fiber_optic,month-to-month,85.95
male,0,no,22,yes,no,dsl,one_year,55.15
male,1,no,27,yes,yes,fiber_optic,month-to-month,75.5
female,1,no,56,yes,yes,fiber_optic,one_year,104.75
male,0,no,52,yes,no,dsl,one_year,75.4
female,0,no,70,yes,yes,fiber_optic,two_year,111.95
male,0,yes,8,yes,no,dsl,two_year,20.15
male,0,no,1,yes,no,dsl,month-to-month,18.9
male,0,no,1,yes,no,dsl,month-to-month,19.85
female,0,yes,44,yes,no,dsl,two_year,19.9
female,0,no,62,yes,no,fiber_optic,one_year,104.3
male,0,yes,32,yes,no,fiber_optic,one_year,90.8
male,0,no,2,yes,no,dsl,month-to-month,19.65
male,1,no,48,yes,yes,fiber_optic,month-to-month,91.05
male,0,no,1,yes,no,dsl,month-to-month,19.45
male,0,no,58,yes,yes,dsl,two_year,86.1
female,0,no,8,yes,no,dsl,month-to-month,66.05
male,0,yes,63,no,no,dsl,two_year,59.0
male,0,no,11,yes,no,fiber_optic,month-to-month,70.2
male,0,yes,49,yes,no,fiber_optic,month-to-month,90.4
male,0,yes,12,yes,no,dsl,month-to-month,21.05
female,0,yes,1,yes,yes,dsl,month-to-month,24.0
female,0,no,22,yes,no,dsl,month-to-month,49.8
female,0,no,3,yes,yes,fiber_optic,month-to-month,74.4
male,1,no,52,yes,yes,fiber_optic,month-to-month,72.95
male,1,no,16,yes,yes,fiber_optic,month-to-month,85.05
female,0,no,49,yes,yes,fiber_optic,month-to-month,100.85
male,0,no,20,yes,yes,dsl,one_year,68.7
female,0,yes,20,yes,no,dsl,month-to-month,20.05
female,0,no,50,yes,no,dsl,one_year,19.85
male,1,no,33,no,no,dsl,month-to-month,54.6
male,0,yes,72,yes,no,dsl,two_year,19.8
female,0,no,12,no,no,dsl,one_year,33.6
female,0,no,1,no,no,dsl,month-to-month,29.85
female,0,yes,37,yes,yes,fiber_optic,month-to-month,95.15
female,0,no,1,yes,no,fiber_optic,month-to-month,80.15
female,0,yes,7,yes,no,dsl,month-to-month,20.45
male,0,no,40,yes,yes,fiber_optic,month-to-month,97.1
female,0,no,9,yes,no,dsl,month-to-month,59.5
female,0,yes,67,yes,yes,fiber_optic,one_year,100.25
male,1,no,2,yes,no,dsl,month-to-month,66.4
male,0,no,10,yes,no,dsl,month-to-month,46.0
female,0,yes,66,yes,yes,fiber_optic,one_year,74.25
male,0,yes,60,yes,no,dsl,month-to-month,79.05
male,0,yes,62,yes,no,dsl,one_year,19.95
female,0,no,12,yes,no,dsl,month-to-month,19.7
female,0,yes,72,yes,yes,dsl,two_year,89.75
female,0,yes,23,yes,yes,dsl,two_year,77.15
female,0,yes,64,no,no,dsl,two_year,49.85
female,0,no,34,yes,no,fiber_optic,month-to-month,70.0
female,0,yes,9,yes,no,dsl,month-to-month,72.9
female,0,no,13,no,no,dsl,two_year,35.4
male,1,no,30,yes,yes,fiber_optic,month-to-month,77.9
male,0,yes,61,yes,no,dsl,two_year,20.55
female,0,no,68,yes,yes,dsl,month-to-month,54.45
female,0,no,63,yes,yes,fiber_optic,one_year,107.5
female,0,no,66,yes,yes,fiber_optic,one_year,104.55
male,0,yes,66,yes,yes,dsl,two_year,63.3
female,1,no,35,yes,yes,fiber_optic,one_year,108.35
female,0,yes,19,yes,no,dsl,two_year,20.5
female,0,no,2,yes,no,fiber_optic,month-to-month,70.35
male,1,no,17,yes,no,fiber_optic,month-to-month,81.5
male,0,no,1,yes,no,fiber_optic,month-to-month,69.9
female,0,no,12,yes,no,dsl,one_year,19.35
male,0,no,1,yes,no,dsl,month-to-month,20.2
male,0,no,14,yes,no,fiber_optic,month-to-month,92.9
male,0,no,51,yes,yes,fiber_optic,one_year,90.35
male,1,no,33,yes,no,fiber_optic,one_year,93.55
female,0,no,22,no,no,dsl,month-to-month,50.6
male,0,no,16,yes,no,dsl,two_year,18.95
male,0,no,61,yes,yes,fiber_optic,month-to-month,106.2
male,0,no,2,yes,no,dsl,month-to-month,46.6
male,0,no,31,yes,no,dsl,two_year,20.4
female,0,yes,56,yes,yes,fiber_optic,one_year,99.8
male,0,no,72,yes,yes,dsl,two_year,82.3
male,0,no,72,no,no,dsl,two_year,65.6
male,0,no,1,yes,no,dsl,month-to-month,20.6
male,0,no,72,yes,no,dsl,two_year,79.35
female,0,no,26,yes,yes,fiber_optic,month-to-month,80.7
female,1,no,2,yes,no,fiber_optic,month-to-month,79.75
male,0,no,71,yes,no,dsl,two_year,82.55
male,1,no,1,yes,yes,fiber_optic,month-to-month,95.1
female,0,no,72,yes,yes,dsl,two_year,25.45
female,0,yes,41,yes,yes,dsl,one_year,78.35
female,0,no,1,yes,no,fiber_optic,month-to-month,69.95
female,0,no,2,yes,no,fiber_optic,month-to-month,80.65
male,1,no,3,yes,yes,fiber_optic,month-to-month,91.05
female,0,yes,32,yes,no,dsl,month-to-month,61.4
male,0,no,36,yes,no,dsl,one_year,65.4
female,0,no,2,yes,no,dsl,month-to-month,19.85
female,0,no,20,yes,no,fiber_optic,month-to-month,89.4
male,0,yes,41,yes,no,dsl,one_year,60.3
male,0,no,7,yes,no,dsl,two_year,19.45
male,0,no,66,yes,yes,fiber_optic,two_year,106.05
male,0,no,8,yes,no,dsl,month-to-month,66.7
female,0,yes,16,yes,yes,fiber_optic,one_year,79.5
male,0,no,45,yes,no,dsl,two_year,53.3
female,0,no,6,yes,no,dsl,two_year,19.55
female,0,no,23,yes,yes,fiber_optic,month-to-month,93.5
male,0,no,66,yes,no,fiber_optic,month-to-month,99.5
male,0,no,1,yes,no,fiber_optic,month-to-month,70.0
female,0,no,1,yes,no,dsl,month-to-month,52.2
male,1,no,10,yes,yes,fiber_optic,month-to-month,89.8
female,0,yes,57,yes,yes,dsl,two_year,84.5
male,0,no,13,yes,no,dsl,month-to-month,73.35
female,0,no,17,yes,yes,fiber_optic,month-to-month,78.9
female,0,no,1,yes,no,fiber_optic,month-to-month,80.25
male,0,yes,30,yes,no,dsl,two_year,21.25
female,1,no,37,yes,yes,fiber_optic,month-to-month,76.25
female,0,yes,1,yes,no,fiber_optic,month-to-month,69.1
male,0,no,31,yes,no,fiber_optic,month-to-month,94.5
female,0,yes,42,yes,yes,fiber_optic,month-to-month,94.2
female,0,yes,34,yes,yes,fiber_optic,month-to-month,87.45
female,0,no,57,no,no,dsl,one_year,41.1
male,0,yes,18,yes,no,fiber_optic,month-to-month,95.15
male,0,yes,71,yes,yes,fiber_optic,two_year,116.05
female,1,no,40,no,no,dsl,month-to-month,55.8
male,0,yes,72,yes,yes,dsl,two_year,55.3
female,0,no,2,yes,no,dsl,month-to-month,69.0
male,0,no,59,yes,no,dsl,one_year,66.4
male,0,yes,72,no,no,dsl,two_year,45.25
female,0,no,26,yes,no,dsl,one_year,56.05
male,0,no,3,yes,no,dsl,month-to-month,43.3
female,0,yes,7,no,no,dsl,month-to-month,29.8
male,0,no,5,yes,yes,fiber_optic,month-to-month,75.9
female,0,no,17,yes,no,dsl,one_year,19.55
male,1,no,12,yes,yes,fiber_optic,month-to-month,101.35
male,0,no,38,yes,no,fiber_optic,one_year,70.45
male,0,no,1,yes,no,dsl,month-to-month,55.0
male,0,yes,57,yes,no,dsl,two_year,20.75
male,0,no,72,yes,no,dsl,two_year,20.7
male,0,no,1,yes,no,dsl,month-to-month,45.6
female,0,no,23,yes,yes,dsl,month-to-month,54.4
male,1,no,69,no,no,dsl,one_year,29.8
female,0,no,7,yes,yes,fiber_optic,month-to-month,79.65
male,1,no,34,yes,no,fiber_optic,month-to-month,69.15
male,0,yes,40,yes,no,dsl,two_year,19.6
male,0,yes,50,yes,no,dsl,one_year,20.35
male,1,no,2,yes,no,dsl,month-to-month,19.2
female,0,yes,56,yes,yes,dsl,two_year,24.45
female,0,yes,61,yes,yes,dsl,two_year,88.1
female,0,no,66,yes,yes,fiber_optic,one_year,90.55
male,0,yes,72,yes,no,dsl,two_year,75.4
female,0,yes,10,yes,no,dsl,month-to-month,55.55
female,0,no,71,yes,no,dsl,two_year,19.1
male,0,no,7,yes,yes,fiber_optic,month-to-month,89.35
male,0,yes,72,yes,yes,fiber_optic,two_year,114.05
male,0,no,61,yes,yes,fiber_optic,two_year,111.6
female,0,no,11,no,no,dsl,one_year,40.4
female,0,yes,33,yes,no,dsl,two_year,19.8
male,0,no,1,yes,no,dsl,month-to-month,44.95
female,0,no,47,yes,yes,fiber_optic,month-to-month,100.5
female,0,no,1,yes,no,fiber_optic,month-to-month,85.55
male,0,no,59,yes,no,dsl,one_year,61.35
male,0,no,1,yes,no,dsl,month-to-month,19.65
female,0,yes,9,yes,no,fiber_optic,month-to-month,93.0
male,0,no,36,yes,no,dsl,one_year,20.85
female,0,no,53,yes,no,fiber_optic,one_year,94.85
male,0,yes,47,yes,yes,dsl,two_year,90.5
male,0,no,4,yes,yes,dsl,month-to-month,51.75
male,0,yes,52,yes,no,dsl,two_year,19.2
male,0,no,8,no,no,dsl,month-to-month,25.25
male,0,yes,17,yes,yes,dsl,one_year,62.1
female,0,no,36,yes,no,fiber_optic,month-to-month,87.55
female,0,yes,54,yes,yes,dsl,two_year,59.8
female,0,yes,62,yes,no,fiber_optic,month-to-month,100.15
male,0,no,52,yes,yes,fiber_optic,month-to-month,103.05
female,1,no,56,yes,yes,fiber_optic,one_year,95.65
male,0,no,69,no,no,dsl,one_year,35.75
female,0,no,25,yes,no,fiber_optic,month-to-month,99.5
female,0,no,17,yes,yes,dsl,month-to-month,69.0
male,1,no,7,yes,no,fiber_optic,month-to-month,89.0
male,0,yes,28,yes,no,dsl,two_year,20.3
female,0,yes,66,yes,no,dsl,two_year,58.2
male,0,yes,0,yes,yes,dsl,two_year,61.9
male,0,yes,11,yes,yes,fiber_optic,month-to-month,86.2
male,0,no,5,yes,no,dsl,one_year,70.0
male,0,no,1,yes,no,dsl,month-to-month,20.15
male,0,no,7,yes,no,fiber_optic,month-to-month,74.65
male,0,no,21,yes,yes,fiber_optic,month-to-month,82.35
male,0,no,12,yes,no,dsl,month-to-month,53.75
female,0,yes,70,yes,yes,fiber_optic,two_year,110.2
female,0,no,2,yes,yes,fiber_optic,month-to-month,91.4
male,0,no,11,yes,no,fiber_optic,month-to-month,73.85
female,0,yes,67,yes,yes,fiber_optic,two_year,94.1
male,0,no,65,yes,yes,dsl,two_year,76.15
female,0,no,68,yes,no,dsl,two_year,79.6
female,0,yes,55,yes,yes,dsl,two_year,85.1
female,0,yes,19,yes,yes,dsl,two_year,24.9
male,1,yes,22,no,no,dsl,month-to-month,40.05
female,0,no,33,yes,no,dsl,one_year,53.75
male,0,no,58,no,no,dsl,one_year,45.0
male,0,yes,62,yes,no,dsl,one_year,56.15
female,1,no,1,yes,no,dsl,month-to-month,55.8
male,0,yes,60,yes,yes,fiber_optic,month-to-month,103.75
male,0,yes,6,yes,no,dsl,two_year,20.4
female,0,no,1,yes,no,fiber_optic,month-to-month,70.1
male,1,yes,10,no,no,dsl,month-to-month,34.55
female,0,yes,3,yes,no,dsl,two_year,19.1
male,0,yes,2,yes,no,dsl,month-to-month,20.4
male,0,no,51,yes,no,dsl,two_year,83.25
female,0,no,6,yes,yes,fiber_optic,month-to-month,73.85
female,1,no,65,yes,yes,fiber_optic,month-to-month,95.45
male,0,no,41,yes,yes,dsl,month-to-month,55.7
male,0,no,40,yes,no,dsl,month-to-month,67.45
female,0,no,40,yes,yes,fiber_optic,month-to-month,78.85
male,0,yes,64,yes,yes,fiber_optic,two_year,93.4
female,0,no,12,no,no,dsl,month-to-month,49.85
male,1,no,57,no,no,dsl,month-to-month,44.85
female,1,no,5,yes,no,fiber_optic,month-to-month,84.85
female,0,yes,72,yes,yes,fiber_optic,one_year,103.2
male,0,no,59,yes,no,dsl,two_year,20.2
male,0,no,6,yes,no,dsl,month-to-month,60.9
male,0,no,1,yes,no,dsl,month-to-month,55.05
male,0,yes,69,yes,no,dsl,two_year,80.65
female,0,no,5,yes,yes,fiber_optic,month-to-month,75.6
male,0,yes,1,yes,no,dsl,month-to-month,20.15
male,0,yes,50,no,no,dsl,one_year,43.05
male,0,yes,57,yes,no,dsl,one_year,19.4
male,0,no,16,yes,yes,fiber_optic,month-to-month,80.55
male,0,no,71,yes,yes,dsl,two_year,80.4
male,0,no,72,yes,yes,fiber_optic,two_year,108.2
female,0,yes,45,yes,yes,dsl,two_year,24.65
male,0,no,17,yes,yes,fiber_optic,month-to-month,95.65
male,0,no,9,yes,no,dsl,month-to-month,20.25
female,0,no,1,yes,no,dsl,month-to-month,19.55
male,0,no,10,yes,no,fiber_optic,month-to-month,70.1
male,1,no,72,yes,yes,fiber_optic,two_year,116.05
female,0,yes,1,yes,no,dsl,month-to-month,44.35
male,0,no,40,yes,no,fiber_optic,one_year,80.8
male,1,no,8,yes,yes,fiber_optic,month-to-month,100.6
female,0,no,11,yes,no,fiber_optic,month-to-month,76.4
female,0,yes,12,yes,no,dsl,one_year,19.8
male,0,no,24,no,no,dsl,one_year,50.6
female,0,no,64,yes,no,dsl,two_year,19.45
male,0,no,1,yes,no,fiber_optic,month-to-month,69.1
male,1,no,10,yes,yes,fiber_optic,month-to-month,86.65
male,1,no,63,yes,no,dsl,one_year,84.0
female,1,no,28,yes,yes,dsl,month-to-month,25.7
female,0,yes,69,yes,yes,fiber_optic,month-to-month,103.95
female,0,yes,43,yes,yes,dsl,two_year,25.1
male,0,no,1,yes,no,dsl,month-to-month,20.35
male,0,yes,70,yes,yes,dsl,one_year,78.35
male,0,yes,27,yes,no,dsl,one_year,20.05
female,0,no,60,no,no,dsl,one_year,50.05
female,0,no,4,no,no,dsl,month-to-month,33.65
female,0,no,1,no,no,dsl,month-to-month,24.6
female,0,no,71,yes,yes,fiber_optic,two_year,105.15
male,1,no,27,no,no,dsl,month-to-month,36.5
female,0,no,20,yes,yes,dsl,month-to-month,68.9
male,0,no,72,yes,yes,dsl,two_year,88.7
female,0,no,52,yes,no,dsl,one_year,57.95
male,0,no,5,yes,no,dsl,month-to-month,19.25
male,0,no,11,yes,no,fiber_optic,month-to-month,73.5
female,0,yes,24,no,no,dsl,one_year,57.6
female,0,no,47,yes,yes,fiber_optic,month-to-month,106.4
male,0,yes,35,yes,no,fiber_optic,one_year,89.7
male,0,no,1,no,no,dsl,month-to-month,24.25
male,0,yes,4,yes,no,dsl,two_year,19.5
female,0,yes,57,yes,no,dsl,one_year,70.1
female,0,no,2,yes,no,fiber_optic,month-to-month,80.2
female,1,no,44,yes,yes,fiber_optic,one_year,109.8
male,0,no,27,yes,no,dsl,one_year,20.1
male,1,yes,72,no,no,dsl,two_year,64.8
female,0,yes,72,yes,yes,dsl,two_year,76.8
male,0,no,1,yes,no,fiber_optic,month-to-month,70.3
male,0,no,7,yes,yes,fiber_optic,month-to-month,90.45
male,0,no,3,yes,yes,fiber_optic,month-to-month,79.65
female,0,no,68,no,no,dsl,two_year,38.9
female,1,no,26,yes,yes,fiber_optic,month-to-month,98.1
male,0,yes,52,yes,yes,dsl,two_year,25.75
female,0,no,7,yes,no,dsl,month-to-month,20.65
male,0,yes,71,yes,no,fiber_optic,one_year,104.65
female,0,no,69,yes,yes,dsl,two_year,24.6
male,0,no,21,yes,no,dsl,month-to-month,20.0
female,0,no,3,yes,no,fiber_optic,month-to-month,74.55
male,1,no,65,yes,yes,fiber_optic,month-to-month,104.35
female,0,no,11,yes,no,dsl,one_year,54.6
male,0,no,5,yes,no,fiber_optic,month-to-month,69.75
female,0,no,5,yes,no,dsl,month-to-month,54.2
male,1,no,67,yes,yes,fiber_optic,two_year,102.9
female,0,no,30,yes,no,fiber_optic,month-to-month,85.15
male,1,no,1,yes,yes,fiber_optic,month-to-month,74.7
female,0,no,17,no,no,dsl,month-to-month,35.65
female,0,yes,6,yes,no,dsl,month-to-month,54.85
female,0,no,16,yes,no,dsl,one_year,19.05
female,0,yes,24,yes,no,dsl,one_year,19.9
male,0,no,4,no,no,dsl,month-to-month,44.55
male,0,no,45,yes,no,dsl,one_year,78.8
female,0,yes,71,yes,yes,dsl,two_year,89.9
female,0,no,53,yes,no,fiber_optic,two_year,99.5
male,0,no,39,yes,no,dsl,two_year,20.45
female,0,no,18,yes,yes,fiber_optic,month-to-month,99.85
female,0,no,11,yes,no,dsl,one_year,53.8
male,0,no,67,yes,no,dsl,one_year,19.45
male,0,no,13,yes,no,dsl,month-to-month,50.55
female,0,no,71,yes,yes,fiber_optic,two_year,115.15
male,0,no,2,yes,no,fiber_optic,month-to-month,80.95
female,0,no,62,yes,yes,fiber_optic,one_year,92.05
female,0,yes,0,yes,no,dsl,two_year,80.85
male,0,no,3,yes,no,fiber_optic,month-to-month,84.3
female,0,no,1,yes,no,dsl,month-to-month,20.35
male,0,yes,72,yes,yes,dsl,two_year,26.1
female,0,yes,50,yes,yes,fiber_optic,month-to-month,84.4
male,1,no,8,yes,no,fiber_optic,month-to-month,69.95
male,0,yes,36,yes,no,fiber_optic,month-to-month,94.7
male,0,yes,67,yes,yes,fiber_optic,two_year,104.6
female,0,yes,35,yes,yes,dsl,two_year,25.4
male,0,no,10,yes,no,dsl,month-to-month,20.0
female,0,yes,1,yes,no,fiber_optic,month-to-month,69.65
female,0,yes,55,yes,no,dsl,two_year,21.0
female,0,yes,15,yes,no,fiber_optic,month-to-month,69.0
male,0,no,72,yes,no,dsl,two_year,84.45
male,0,yes,7,yes,no,dsl,month-to-month,20.25
male,1,no,1,yes,no,dsl,month-to-month,46.3
male,0,yes,71,yes,yes,fiber_optic,two_year,106.7
male,0,yes,13,yes,no,dsl,month-to-month,19.85
female,1,no,47,yes,yes,fiber_optic,month-to-month,80.35
male,0,no,72,yes,yes,dsl,two_year,24.8
female,0,no,47,yes,no,dsl,two_year,74.45
male,0,no,66,yes,yes,fiber_optic,one_year,114.3
male,1,no,26,yes,yes,fiber_optic,month-to-month,93.6
female,0,no,1,yes,no,dsl,month-to-month,20.9
female,0,no,68,yes,yes,dsl,two_year,25.5
female,0,yes,34,yes,no,fiber_optic,month-to-month,105.35
female,0,yes,33,yes,yes,dsl,two_year,24.5
male,0,yes,28,yes,yes,fiber_optic,one_year,92.2
female,1,no,49,yes,no,dsl,month-to-month,43.8
male,0,yes,63,yes,yes,dsl,two_year,89.4
male,0,no,22,yes,no,fiber_optic,month-to-month,69.7
male,0,no,17,yes,no,dsl,one_year,19.65
female,0,no,47,yes,yes,fiber_optic,one_year,94.9
female,0,yes,6,yes,no,dsl,one_year,19.7
female,0,no,71,yes,yes,dsl,two_year,83.3
female,0,no,55,yes,yes,fiber_optic,month-to-month,73.1
male,0,no,71,yes,yes,dsl,two_year,80.6
male,1,no,30,yes,yes,fiber_optic,month-to-month,101.5
female,0,no,47,yes,yes,fiber_optic,month-to-month,98.75
male,1,yes,47,yes,no,fiber_optic,one_year,84.95
male,0,no,3,yes,no,dsl,one_year,19.6
female,1,no,66,yes,yes,fiber_optic,one_year,108.1
female,0,yes,33,yes,yes,dsl,one_year,24.15
male,0,yes,66,yes,no,dsl,two_year,20.55
female,0,no,58,no,no,dsl,one_year,45.35
male,0,no,9,no,no,dsl,month-to-month,40.65
female,1,no,1,yes,no,fiber_optic,month-to-month,71.25
female,0,no,40,yes,no,dsl,two_year,19.65
female,0,no,2,yes,no,fiber_optic,month-to-month,74.4
female,0,no,39,yes,no,fiber_optic,two_year,80.45
female,0,yes,49,yes,no,dsl,month-to-month,61.75
female,0,no,16,yes,yes,fiber_optic,month-to-month,90.7
female,1,no,72,yes,yes,dsl,two_year,84.1
female,0,no,53,yes,no,fiber_optic,one_year,100.3
female,0,no,15,yes,no,dsl,month-to-month,19.4
female,0,yes,71,yes,yes,dsl,two_year,23.9
male,0,yes,15,yes,yes,dsl,month-to-month,59.65
male,0,yes,16,yes,yes,dsl,month-to-month,84.9
female,0,yes,33,yes,yes,fiber_optic,month-to-month,86.15
male,0,no,28,yes,no,dsl,one_year,18.25
female,0,no,1,yes,yes,fiber_optic,month-to-month,93.85
female,1,no,3,yes,no,fiber_optic,month-to-month,74.6
female,1,no,7,yes,no,dsl,month-to-month,48.2
female,0,yes,48,yes,no,dsl,one_year,19.95
male,0,no,7,yes,yes,fiber_optic,month-to-month,86.8
female,1,no,31,yes,yes,fiber_optic,month-to-month,73.9
female,0,no,1,yes,no,dsl,month-to-month,20.3
male,0,no,24,yes,no,fiber_optic,month-to-month,89.55
male,1,no,5,yes,yes,fiber_optic,month-to-month,79.9
male,0,yes,12,yes,no,dsl,month-to-month,69.85
female,1,no,71,yes,no,fiber_optic,two_year,99.2
male,0,yes,69,yes,yes,dsl,two_year,26.0
female,0,yes,24,yes,no,dsl,month-to-month,55.15
male,0,yes,18,yes,no,dsl,month-to-month,45.65
female,0,no,18,no,no,dsl,one_year,40.2
male,0,yes,49,yes,yes,fiber_optic,one_year,109.2
female,0,no,4,yes,yes,fiber_optic,month-to-month,75.65
female,0,yes,16,yes,yes,fiber_optic,month-to-month,79.95
male,0,no,1,yes,no,fiber_optic,month-to-month,78.95
female,0,no,72,yes,yes,dsl,two_year,82.65
female,0,no,65,no,no,dsl,two_year,59.95
male,0,no,10,yes,no,dsl,month-to-month,51.65
female,1,no,1,yes,no,fiber_optic,month-to-month,91.3
male,0,no,29,yes,no,dsl,month-to-month,48.95
female,0,yes,58,yes,no,dsl,two_year,19.55
female,0,no,5,yes,yes,fiber_optic,month-to-month,84.0
male,0,no,4,yes,yes,dsl,month-to-month,65.55
female,0,no,60,yes,yes,fiber_optic,two_year,104.7
male,0,no,32,yes,yes,fiber_optic,month-to-month,108.15
female,0,no,6,yes,no,dsl,month-to-month,55.15
male,0,yes,32,no,no,dsl,month-to-month,50.6
female,0,yes,70,yes,no,dsl,one_year,74.1
male,1,no,62,yes,yes,fiber_optic,month-to-month,89.8
male,1,no,24,yes,no,fiber_optic,month-to-month,93.15
male,0,no,72,yes,yes,dsl,two_year,87.1
male,0,no,6,yes,no,fiber_optic,month-to-month,78.95
male,0,no,2,yes,yes,fiber_optic,month-to-month,79.45
male,0,yes,53,yes,no,fiber_optic,month-to-month,92.55
female,0,no,18,yes,no,fiber_optic,month-to-month,69.8
female,0,no,23,yes,yes,fiber_optic,month-to-month,98.7
male,0,yes,56,yes,no,fiber_optic,one_year,85.85
male,0,no,4,yes,yes,dsl,month-to-month,25.25
male,1,yes,60,yes,yes,fiber_optic,month-to-month,93.25
female,1,no,43,yes,yes,fiber_optic,month-to-month,90.25
female,0,no,70,yes,yes,dsl,two_year,84.8
female,0,no,7,yes,no,fiber_optic,month-to-month,95.35
female,1,no,9,yes,yes,fiber_optic,month-to-month,74.55
male,0,no,67,yes,yes,dsl,one_year,88.8
female,1,no,20,yes,no,fiber_optic,one_year,91.0
female,0,no,61,no,no,dsl,one_year,43.7
male,0,no,56,yes,yes,dsl,two_year,25.95
male,0,no,5,yes,yes,fiber_optic,month-to-month,105.3
female,0,no,56,yes,no,dsl,two_year,19.7
female,0,no,6,yes,yes,fiber_optic,month-to-month,105.3
female,1,no,29,yes,yes,fiber_optic,month-to-month,98.65
female,0,yes,71,yes,no,dsl,two_year,64.05
female,0,no,39,yes,no,dsl,one_year,58.6
female,0,no,70,yes,yes,fiber_optic,one_year,97.65
male,0,no,72,yes,yes,fiber_optic,two_year,109.2
male,0,no,3,yes,no,dsl,month-to-month,55.15
female,1,no,56,yes,yes,fiber_optic,one_year,111.95
male,0,no,24,yes,no,dsl,two_year,19.75
female,0,no,55,yes,yes,dsl,one_year,66.05
male,0,yes,25,yes,no,fiber_optic,month-to-month,95.9
male,0,no,12,yes,yes,dsl,one_year,24.95
female,0,no,9,yes,no,dsl,month-to-month,20.45
male,0,no,26,yes,yes,fiber_optic,month-to-month,98.35
female,0,no,27,yes,no,dsl,two_year,19.6
female,0,no,35,yes,yes,fiber_optic,month-to-month,80.05
female,0,no,36,yes,yes,fiber_optic,month-to-month,99.15
female,0,no,3,yes,no,dsl,month-to-month,20.0
female,0,yes,14,yes,yes,fiber_optic,month-to-month,86.0
female,0,no,9,yes,no,dsl,month-to-month,19.5
female,0,no,10,yes,no,dsl,one_year,19.3
male,0,no,7,yes,no,dsl,month-to-month,19.25
female,0,no,66,yes,yes,dsl,two_year,66.9
male,1,no,33,yes,yes,fiber_optic,month-to-month,83.85
